iter	Passed	Remaining
561	23485	60093
562	23544	60093
563	23591	60066
564	23689	60165
565	23718	60093
566	23762	60055
567	23783	59962
568	23818	59901
569	23950	60085
570	24061	60217
571	24091	60145
572	24117	60062
573	24160	60023
574	24229	60047
575	24289	60049
576	24437	60268
577	24447	60145
578	24459	60029
579	24466	59901
580	24476	59778
581	24484	59654
582	24501	59550
583	24510	59429
584	24557	59400
585	24564	59273
586	24576	59158
587	24581	59029
588	24591	58911
589	24597	58783
590	24621	58698
591	24633	58588
592	24646	58477
593	24660	58371
594	24673	58262
595	24684	58148
596	24710	58072
597	24728	57974
598	24736	57855
599	24744	57737
600	24751	57615
601	24759	57498
602	24771	57388
603	24791	57298
604	24892	57396
605	24935	57359
606	24976	57319
607	24980	57191
608	24984	57066
609	24991	56947
610	24996	56825
611	25001	56703
612	25006	56580
613	25013	56463
614	25028	56364
615	25044	56269
616	25055	56161
617	25067	56056
618	25072	55938
619	25139	55956
620	25145	55839
621	25153	55725
622	25159	55608
623	25175	55515
624	25192	55423
625	25223	55362
626	25254	55301
627	25312	55299
628	25376	55312
629	25567	55598
630	25653	55657
631	25687	55601
632	25706	55513
633	25772	55528
634	25801	55463
635	25909	55567
636	25922	55465
637	25995	55495
638	26026	55432
639	26033	55320
640	26039	55207
641	26045	55093
642	26058	54993
643	26072	54897
644	26080	54789
645	26089	54681
646	26102	54585
647	26154	54568
648	26168	54474
649	26176	54367
650	26193	54277
651	26206	54182
652	26224	54095
653	26234	53992
654	26249	53901
655	26259	53799
656	26273	53706
657	26284	53607
658	26291	53500
659	26300	53397
660	26313	53303
661	26318	53192
662	26323	53084
663	26332	52982
664	26340	52879
665	26370	52819
666	26375	52711
667	26381	52604
668	26460	52643
669	26642	52887
670	26730	52942
671	26745	52854
672	26766	52777
673	26788	52703
674	26795	52599
675	26806	52503
676	26812	52397
677	26823	52301
678	26855	52248
679	26876	52172
680	26884	52071
681	26948	52079
682	27065	52189
683	27152	52241
684	27161	52142
685	27164	52033
686	27169	51926
687	27172	51818
688	27179	51715
689	27185	51612
690	27190	51508
691	27199	51411
692	27207	51312
693	27216	51217
694	27232	51133
695	27246	51048
696	27259	50960
697	27330	50980
698	27660	51483
699	27793	51615
700	28194	52245
701	28339	52400
702	28500	52581
703	28617	52682
704	28650	52627
705	28659	52528
706	28935	52918
707	29029	52974
708	29040	52878
709	29050	52782
710	29071	52705
711	29078	52602
712	29083	52496
713	29087	52390
714	29093	52287
715	29103	52191
716	29115	52099
717	29122	51999
718	29131	51901
719	29137	51800
720	29150	51709
721	29156	51609
722	29162	51508
723	29167	51406
724	29174	51306
725	29179	51204
726	29186	51105
727	29192	51007
728	29198	50906
729	29202	50804
730	29210	50707
731	29267	50697
732	29339	50714
733	29343	50611
734	29347	50509
735	29352	50409
736	29357	50310
737	29362	50211
738	29369	50114
739	29374	50015
740	29386	49928
741	29391	49831
742	29396	49733
743	29415	49658
744	29427	49573
745	29553	49678
746	29588	49631
747	29960	50147
748	30061	50209
749	30080	50133
750	30089	50041
751	30097	49949
752	30107	49859
753	30115	49766
754	30125	49677
755	30138	49592
756	30147	49502
757	30160	49418
758	30173	49335
759	30188	49254
760	30198	49167
761	30348	49306
762	30416	49311
763	30425	49221
764	30433	49130
765	30443	49043
766	30450	48951
767	30460	48863
768	30470	48776
769	30476	48683
770	30481	48588
771	30495	48508
772	30505	48421
773	30513	48332
774	30526	48251
775	30537	48166
776	30543	48076
777	30553	47990
778	30585	47940
779	30599	47860
780	30606	47771
781	30637	47719
782	30726	47757
783	30886	47906
784	30968	47931
785	31008	47893
786	31029	47824
787	31037	47737
788	31042	47645
789	31052	47561
790	31061	47476
791	31070	47390
792	31078	47304
793	31087	47218
794	31094	47131
795	31107	47051
796	31120	46974
797	31137	46901
798	31336	47103
799	31346	47019
800	31353	46931
801	31359	46843
802	31367	46758
803	31373	46670
804	31408	46624
805	31419	46544
806	31424	46455
807	31444	46388
808	31450	46301
809	31455	46212
810	31468	46135
811	31472	46046
812	31484	45967
813	31493	45886
814	31507	45811
815	31518	45733
816	31529	45654
817	31545	45582
818	31552	45499
819	31562	45419
820	31567	45331
821	31577	45253
822	31581	45165
823	31585	45078
824	31591	44994
825	31599	44911
826	31609	44834
827	31617	44752
828	31631	44680
829	31641	44603
830	31648	44521
831	31657	44442
832	31717	44434
833	31795	44453
834	31859	44450
835	31868	44372
836	31873	44287
837	31878	44203
838	31885	44122
839	31889	44038
840	31894	43954
841	31903	43877
842	31911	43798
843	31926	43729
844	31940	43658
845	31974	43615
846	32033	43606
847	32041	43528
848	32047	43446
849	32057	43371
850	32068	43298
851	32076	43219
852	32091	43152
853	32100	43076
854	32110	43001
855	32119	42926
856	32132	42856
857	32152	42794
858	32202	42773
859	32306	42824
860	32318	42753
861	32364	42727
862	32369	42646
863	32378	42571
864	32382	42490
865	32387	42410
866	32393	42332
867	32397	42251
868	32405	42174
869	32416	42104
870	32425	42030
871	32432	41953
872	32443	41882
873	32459	41818
874	32468	41745
875	32476	41670
876	32482	41594
877	32490	41520
878	32514	41466
879	32522	41391
880	32551	41344
881	32560	41272
882	32574	41207
883	32589	41142
884	32602	41075
885	32618	41012
886	32629	40943
887	32638	40871
888	32648	40802
889	32657	40729
890	32744	40756
891	32752	40683
892	32757	40608
893	32765	40534
894	32774	40464
895	32786	40397
896	32793	40324
897	32838	40298
898	32845	40226
899	32855	40156
900	32867	40090
901	32873	40016
902	32897	39965
903	32949	39947
904	33006	39935
905	33045	39903
906	33053	39832
907	33061	39761
908	33069	39690
909	33077	39620
910	33088	39553
911	33100	39487
912	33105	39414
913	33112	39344
914	33118	39271
915	33131	39207
916	33137	39136
917	33145	39067
918	33151	38995
919	33327	39123
920	33375	39101
921	33386	39035
922	33392	38964
923	33432	38932
924	33447	38871
925	33460	38808
926	33502	38779
927	33707	38937
928	33798	38965
929	33870	38969
930	33880	38902
931	33885	38830
932	33897	38765
933	33907	38699
934	33948	38668
935	33988	38636
936	33996	38568
937	34011	38507
938	34030	38452
939	34041	38387
940	34056	38327
941	34070	38265
942	34076	38195
943	34084	38128
944	34103	38073
945	34120	38015
946	34140	37962
947	34285	38047
948	34332	38022
949	34346	37961
950	34353	37893
951	34362	37828
952	34370	37760
953	34380	37696
954	34388	37629
955	34397	37563
956	34411	37504
957	34429	37448
958	34438	37383
959	34448	37319
960	34482	37281
961	34508	37234
962	34513	37165
963	34522	37100
964	34531	37036
965	34553	36985
966	34558	36916
967	34571	36856
968	34598	36812
969	34606	36746
970	34614	36681
971	34858	36866
972	34874	36810
973	34930	36795
974	34943	36735
975	34961	36680
976	34982	36629
977	34998	36572
978	35014	36516
979	35032	36462
980	35043	36401
981	35053	36338
982	35061	36274
983	35071	36212
984	35079	36148
985	35089	36085
986	35103	36028
987	35119	35972
988	35129	35911
989	35141	35851
990	35145	35784
991	35153	35720
992	35158	35654
993	35162	35587
994	35170	35524
995	35190	35473
996	35390	35603
997	35396	35538
998	35447	35518
999	35457	35457
1000	35475	35404
1001	35508	35367
1002	35526	35313
1003	35538	35255
1004	35549	35195
1005	35558	35134
1006	35574	35079
1007	35590	35025
1008	35603	34968
1009	35617	34912
1010	35642	34867
1011	35650	34805
1012	35656	34741
1013	35664	34679
1014	35687	34632
1015	35705	34580
1016	35717	34523
1017	35724	34461
1018	35731	34399
1019	35738	34337
1020	35893	34416
1021	35901	34356
1022	35931	34316
1023	36013	34325
1024	36018	34261
1025	36024	34198
1026	36028	34134
1027	36057	34093
1028	36064	34032
1029	36076	33974
1030	36108	33937
1031	36116	33876
1032	36146	33836
1033	36150	33773
1034	36159	33714
1035	36165	33652
1036	36175	33593
1037	36194	33544
1038	36205	33487
1039	36216	33430
1040	36226	33373
1041	36393	33459
1042	36401	33400
1043	36407	33338
1044	36441	33302
1045	36445	33240
1046	36466	33192
1047	36473	33132
1048	36482	33074
1049	36490	33014
1050	36499	32957
1051	36508	32899
1052	36525	32848
1053	36548	32803
1054	36565	32752
1055	36572	32693
1056	36578	32633
1057	36583	32572
1058	36587	32510
1059	36611	32467
1060	36618	32408
1061	36632	32355
1062	36638	32296
1063	36651	32242
1064	36666	32190
1065	36710	32164
1066	36717	32106
1067	36833	32142
1068	36862	32103
1069	36898	32070
1070	36933	32036
1071	36963	31998
1072	36977	31945
1073	36983	31887
1074	36991	31830
1075	36998	31771
1076	37006	31715
1077	37013	31657
1078	37023	31602
1079	37031	31545
1080	37055	31502
1081	37062	31445
1082	37072	31390
1083	37077	31331
1084	37088	31277
1085	37095	31220
1086	37109	31169
1087	37132	31125
1088	37161	31087
1089	37168	31030
1090	37175	30974
1091	37200	30932
1092	37209	30877
1093	37275	30869
1094	37368	30884
1095	37509	30938
1096	37517	30882
1097	37612	30898
1098	37721	30925
1099	37730	30870
1100	37751	30825
1101	37773	30781
1102	37787	30730
1103	37855	30723
1104	37869	30672
1105	37875	30615
1106	37879	30557
1107	37895	30507
1108	37932	30475
1109	37942	30422
1110	37950	30367
1111	37959	30313
1112	37973	30262
1113	37984	30210
1114	38162	30290
1115	38169	30234
1116	38345	30312
1117	38376	30275
1118	38383	30219
1119	38410	30179
1120	38418	30124
1121	38425	30069
1122	38430	30011
1123	38445	29962
1124	38450	29906
1125	38459	29852
1126	38467	29798
1127	38477	29745
1128	38490	29694
1129	38522	29658
1130	38527	29602
1131	38532	29546
1132	38540	29491
1133	38545	29435
1134	38551	29380
1135	38560	29327
1136	38564	29271
1137	38569	29215
1138	38574	29159
1139	38579	29104
1140	38585	29049
1141	38597	28999
1142	38606	28946
1143	38613	28892
1144	38621	28839
1145	38628	28785
1146	38634	28731
1147	38639	28676
1148	38646	28623
1149	38655	28571
1150	38858	28662
1151	38920	28649
1152	38948	28611
1153	38958	28560
1154	38986	28522
1155	38994	28469
1156	39027	28435
1157	39033	28382
1158	39040	28328
1159	39063	28287
1160	39083	28243
1161	39100	28197
1162	39114	28150
1163	39136	28108
1164	39144	28056
1165	39150	28003
1166	39159	27951
1167	39166	27899
1168	39173	27847
1169	39182	27796
1170	39190	27744
1171	39194	27690
1172	39314	27717
1173	39343	27681
1174	39424	27681
1175	39433	27630
1176	39470	27599
1177	39486	27553
1178	39495	27503
1179	39524	27466
1180	39536	27417
1181	39560	27378
1182	39587	27339
1183	39613	27300
1184	39621	27250
1185	39629	27199
1186	39634	27146
1187	39644	27096
1188	39651	27045
1189	39664	26998
1190	39675	26950
1191	39692	26905
1192	39702	26856
1193	39716	26810
1194	39728	26762
1195	39736	26712
1196	39750	26666
1197	39767	26622
1198	39782	26576
1199	39793	26528
1200	39800	26478
1201	39808	26428
1202	39813	26376
1203	39818	26325
1204	39837	26282
1205	39844	26232
1206	39903	26216
1207	40079	26277
1208	40146	26266
1209	40159	26219
1210	40171	26172
1211	40182	26125
1212	40190	26075
1213	40199	26026
1214	40207	25977
1215	40221	25932
1216	40235	25886
1217	40258	25847
1218	40270	25800
1219	40287	25757
1220	40292	25706
1221	40300	25658
1222	40313	25612
1223	40318	25561
1224	40323	25510
1225	40330	25461
1226	40337	25412
1227	40342	25361
1228	40355	25316
1229	40369	25272
1230	40418	25249
1231	40431	25203
1232	40436	25153
1233	40443	25104
1234	40448	25055
1235	40453	25005
1236	40459	24956
1237	40635	25011
1238	40708	25003
1239	40732	24965
1240	40795	24950
1241	40824	24915
1242	40837	24870
1243	40861	24832
1244	40878	24789
1245	40889	24743
1246	40897	24695
1247	40913	24652
1248	40929	24610
1249	40976	24586
1250	41045	24574
1251	41056	24529
1252	41165	24541
1253	41174	24494
1254	41182	24446
1255	41190	24399
1256	41198	24351
1257	41231	24319
1258	41249	24277
1259	41266	24236
1260	41271	24187
1261	41278	24139
1262	41284	24090
1263	41371	24089
1264	41388	24047
1265	41416	24012
1266	41435	23971
1267	41461	23935
1268	41484	23897
1269	41642	23935
1270	41774	23960
1271	41835	23943
1272	41846	23898
1273	41859	23853
1274	41869	23807
1275	41879	23762
1276	41892	23718
1277	42082	23774
1278	42093	23728
1279	42103	23683
1280	42112	23637
1281	42120	23590
1282	42133	23546
1283	42139	23498
1284	42147	23451
1285	42152	23403
1286	42163	23358
1287	42170	23311
1288	42180	23266
1289	42186	23219
1290	42196	23173
1291	42206	23128
1292	42217	23084
1293	42228	23039
1294	42238	22994
1295	42247	22949
1296	42256	22904
1297	42262	22856
1298	42266	22809
1299	42280	22766
1300	42287	22720
1301	42308	22681
1302	42316	22635
1303	42347	22602
1304	42372	22566
1305	42380	22520
1306	42386	22474
1307	42473	22470
1308	42631	22504
1309	42645	22462
1310	42661	22420
1311	42671	22376
1312	42675	22328
1313	42735	22311
1314	42745	22266
1315	42750	22219
1316	42756	22173
1317	42764	22128
1318	42777	22086
1319	42786	22041
1320	42820	22009
1321	42828	21965
1322	42860	21932
1323	42876	21891
1324	43028	21919
1325	43117	21916
1326	43121	21869
1327	43139	21829
1328	43144	21783
1329	43158	21741
1330	43162	21694
1331	43173	21651
1332	43187	21609
1333	43198	21566
1334	43216	21527
1335	43274	21507
1336	43281	21462
1337	43285	21416
1338	43290	21370
1339	43299	21326
1340	43305	21281
1341	43314	21237
1342	43319	21192
1343	43324	21146
1344	43331	21102
1345	43338	21057
1346	43350	21015
1347	43385	20984
1348	43405	20946
1349	43415	20903
1350	43422	20859
1351	43426	20814
1352	43441	20773
1353	43448	20729
1354	43464	20689
1355	43473	20646
1356	43486	20605
1357	43500	20564
1358	43513	20524
1359	43528	20484
1360	43649	20493
1361	43723	20481
1362	43778	20459
1363	43783	20415
1364	43827	20388
1365	43836	20345
1366	43845	20303
1367	43854	20260
1368	43861	20216
1369	43871	20174
1370	43885	20134
1371	43893	20091
1372	43902	20048
1373	43910	20005
1374	43924	19965
1375	43933	19923
1376	43941	19880
1377	43958	19841
1378	43972	19802
1379	43985	19761
1380	44049	19744
1381	44193	19762
1382	44249	19741
1383	44258	19698
1384	44285	19664
1385	44325	19636
1386	44333	19593
1387	44342	19551
1388	44349	19508
1389	44362	19468
1390	44371	19426
1391	44387	19387
1392	44424	19358
1393	44438	19318
1394	44515	19306
1395	44613	19302
1396	44667	19280
1397	44706	19251
1398	44715	19209
1399	44738	19173
1400	44747	19131
1401	44761	19092
1402	44798	19062
1403	44819	19026
1404	44863	18999
1405	44907	18972
1406	44984	18959
1407	45064	18947
1408	45097	18915
1409	45102	18872
1410	45113	18831
1411	45121	18789
1412	45127	18747
1413	45130	18703
1414	45135	18660
1415	45144	18619
1416	45155	18578
1417	45162	18536
1418	45167	18493
1419	45193	18459
1420	45218	18424
1421	45229	18384
1422	45242	18345
1423	45274	18313
1424	45290	18275
1425	45295	18232
1426	45306	18192
1427	45320	18153
1428	45352	18122
1429	45367	18083
1430	45553	18113
1431	45677	18117
1432	45724	18091
1433	45735	18051
1434	45739	18009
1435	45743	17966
1436	45750	17924
1437	45759	17883
1438	45773	17844
1439	45783	17804
1440	45792	17763
1441	45801	17723
1442	45808	17682
1443	45817	17641
1444	45825	17600
1445	45835	17560
1446	45845	17520
1447	45852	17479
1448	45863	17440
1449	45878	17402
1450	45890	17363
1451	45898	17322
1452	45962	17303
1453	46031	17285
1454	46041	17245
1455	46046	17204
1456	46051	17162
1457	46061	17122
1458	46070	17083
1459	46078	17042
1460	46088	17003
1461	46092	16961
1462	46135	16934
1463	46141	16893
1464	46153	16854
1465	46161	16814
1466	46170	16774
1467	46209	16746
1468	46214	16705
1469	46222	16665
1470	46228	16624
1471	46237	16585
1472	46246	16545
1473	46304	16523
1474	46459	16536
1475	46528	16518
1476	46540	16479
1477	46566	16446
1478	46574	16406
1479	46629	16383
1480	46637	16343
1481	46642	16302
1482	46647	16262
1483	46668	16227
1484	46674	16186
1485	46689	16149
1486	46705	16112
1487	46721	16076
1488	46731	16037
1489	46739	15998
1490	46751	15960
1491	46759	15920
1492	46768	15881
1493	46773	15841
1494	46785	15803
1495	46812	15770
1496	46973	15783
1497	46981	15744
1498	46990	15705
1499	47002	15667
1500	47010	15628
1501	47019	15589
1502	47027	15550
1503	47036	15512
1504	47045	15473
1505	47058	15436
1506	47101	15408
1507	47113	15371
1508	47123	15333
1509	47129	15293
1510	47136	15254
1511	47141	15215
1512	47145	15175
1513	47165	15140
1514	47173	15101
1515	47180	15062
1516	47187	15023
1517	47195	14985
1518	47201	14946
1519	47213	14909
1520	47226	14872
1521	47241	14836
1522	47251	14799
1523	47261	14761
1524	47269	14723
1525	47282	14686
1526	47296	14650
1527	47310	14614
1528	47322	14577
1529	47334	14540
1530	47363	14509
1531	47375	14472
1532	47459	14457
1533	47494	14428
1534	47598	14418
1535	47641	14391
1536	47657	14356
1537	47711	14331
1538	47747	14302
1539	47772	14269
1540	47787	14233
1541	47796	14196
1542	47807	14159
1543	47814	14121
1544	47824	14084
1545	47842	14049
1546	47850	14011
1547	47856	13973
1548	47861	13935
1549	47869	13897
1550	47888	13863
1551	47901	13827
1552	47910	13790
1553	47924	13754
1554	48087	13761
1555	48143	13737
1556	48153	13700
1557	48158	13662
1558	48171	13626
1559	48182	13589
1560	48201	13555
1561	48213	13519
1562	48231	13485
1563	48300	13464
1564	48306	13427
1565	48320	13391
1566	48335	13356
1567	48348	13320
1568	48362	13284
1569	48378	13250
1570	48389	13213
1571	48435	13187
1572	48443	13150
1573	48448	13112
1574	48474	13080
1575	48488	13045
1576	48498	13008
1577	48517	12974
1578	48525	12937
1579	48597	12918
1580	48674	12899
1581	48825	12900
1582	48852	12868
1583	48868	12834
1584	48874	12796
1585	48889	12761
1586	49001	12752
1587	49007	12714
1588	49015	12678
1589	49019	12640
1590	49025	12603
1591	49032	12566
1592	49038	12528
1593	49046	12492
1594	49053	12455
1595	49126	12435
1596	49138	12400
1597	49208	12379
1598	49257	12352
1599	49280	12320
1600	49287	12283
1601	49297	12247
1602	49312	12212
1603	49325	12177
1604	49340	12142
1605	49348	12106
1606	49369	12073
1607	49393	12041
1608	49443	12015
1609	49447	11978
1610	49457	11942
1611	49463	11905
1612	49472	11869
1613	49561	11853
1614	49573	11817
1615	49581	11781
1616	49598	11747
1617	49623	11715
1618	49637	11681
1619	49801	11681
1620	49876	11661
1621	49934	11637
1622	49946	11601
1623	49958	11566
1624	50022	11543
1625	50032	11507
1626	50042	11472
1627	50058	11438
1628	50089	11407
1629	50098	11372
1630	50113	11337
1631	50122	11302
1632	50129	11266
1633	50139	11230
1634	50148	11195
1635	50162	11160
1636	50173	11125
1637	50183	11090
1638	50194	11055
1639	50231	11026
1640	50310	11006
1641	50348	10977
1642	50355	10941
1643	50360	10905
1644	50365	10869
1645	50371	10833
1646	50376	10797
1647	50380	10760
1648	50387	10725
1649	50394	10689
1650	50398	10653
1651	50405	10618
1652	50410	10582
1653	50419	10547
1654	50429	10512
1655	50438	10477
1656	50446	10442
1657	50458	10408
1658	50473	10374
1659	50485	10340
1660	50495	10305
1661	50504	10271
1662	50594	10252
1663	50674	10232
