iter	TotalF1	MultiClass
929	1	0.1824579346
930	1	0.1822484605
931	1	0.1821880395
932	1	0.1819778432
933	1	0.181836074
934	1	0.181546243
935	1	0.1813137069
936	1	0.1811654323
937	1	0.1810292367
938	1	0.180885
939	1	0.1807222517
940	1	0.1806570876
941	1	0.180395814
942	1	0.1801531652
943	1	0.1799427932
944	1	0.1797532013
945	1	0.179582297
946	1	0.1794047474
947	1	0.1791144388
948	1	0.1788253437
949	1	0.1787269684
950	1	0.1785385192
951	1	0.1783798498
952	1	0.1780553481
953	1	0.1778357384
954	1	0.1776778038
955	1	0.1773001355
956	1	0.1771003909
957	1	0.1767907217
958	1	0.1764936973
959	1	0.1762781564
960	1	0.1760453192
961	1	0.1758699178
962	1	0.1757751048
963	1	0.1755148283
964	1	0.1752343613
965	1	0.1749868111
966	1	0.1746286735
967	1	0.1744326146
968	1	0.1743008284
969	1	0.1740665077
970	1	0.1738294115
971	1	0.1735686338
972	1	0.1733969282
973	1	0.1732516381
974	1	0.1729772554
975	1	0.1728400874
976	1	0.1726942985
977	1	0.1724306175
978	1	0.1721127595
979	1	0.1718435808
980	1	0.1714230065
981	1	0.171312082
982	1	0.1711894237
983	1	0.17091529
984	1	0.1706906149
985	1	0.1705337152
986	1	0.1702980183
987	1	0.1699981876
988	1	0.1697739446
989	1	0.1696112356
990	1	0.1694157566
991	1	0.1692210241
992	1	0.16896939
993	1	0.1685994404
994	1	0.1682789844
995	1	0.1681219109
996	1	0.1679096235
997	1	0.1676606839
998	1	0.1674741847
999	1	0.1672091887
1000	1	0.1670524294
1001	1	0.1668063902
1002	1	0.1666024753
1003	1	0.1664698808
1004	1	0.1663145916
1005	1	0.1660870925
1006	1	0.1659235836
1007	1	0.1657838669
1008	1	0.1655276505
1009	1	0.1653326316
1010	1	0.1651703093
1011	1	0.1649938179
1012	1	0.1647536478
1013	1	0.1644794705
1014	1	0.1642070121
1015	1	0.1640399387
1016	1	0.1637042386
1017	1	0.1635695597
1018	1	0.1634175482
1019	1	0.1631697743
1020	1	0.1629241018
1021	1	0.1626438182
1022	1	0.1624193074
1023	1	0.1623177531
1024	1	0.1621103848
1025	1	0.1619123725
1026	1	0.1616672736
1027	1	0.1614606487
1028	1	0.1612521506
1029	1	0.1611582596
1030	1	0.1608994557
1031	1	0.1608067766
1032	1	0.1606254705
1033	1	0.1604987566
1034	1	0.1602062007
1035	1	0.1600150549
1036	1	0.15987931
1037	1	0.1596681413
1038	1	0.1594144591
1039	1	0.159199141
1040	1	0.1589806387
1041	1	0.1587985309
1042	1	0.15868017
1043	1	0.1584021346
1044	1	0.158108276
1045	1	0.1579369704
1046	1	0.1577509297
1047	1	0.1574911104
1048	1	0.1573942043
1049	1	0.1571663865
1050	1	0.1569287187
1051	1	0.1568172442
1052	1	0.1566128077
1053	1	0.1564648454
1054	1	0.156166657
1055	1	0.1560115875
1056	1	0.1557716434
1057	1	0.155610111
1058	1	0.1554442549
1059	1	0.155332783
1060	1	0.1551211964
1061	1	0.1548565156
1062	1	0.1547452427
1063	1	0.1545284032
1064	1	0.1542590738
1065	1	0.1541389584
1066	1	0.1539816484
1067	1	0.1537615894
1068	1	0.1536042025
1069	1	0.1533910286
1070	1	0.1532537155
1071	1	0.1530767801
1072	1	0.1528413558
1073	1	0.1526460546
1074	1	0.1524982887
1075	1	0.1523254232
1076	1	0.1522761426
1077	1	0.152037628
1078	1	0.1519095626
1079	1	0.1517004729
1080	1	0.1514806196
1081	1	0.1513254859
1082	1	0.151115614
1083	1	0.1509899754
1084	1	0.1508121587
1085	1	0.1506797974
1086	1	0.15052222
1087	1	0.1503106588
1088	1	0.1501640521
1089	1	0.150079399
1090	1	0.1498853518
1091	1	0.1497261931
1092	1	0.1496289992
1093	1	0.149422739
1094	1	0.1492168706
1095	1	0.148982782
1096	1	0.1487939598
1097	1	0.1485791319
1098	1	0.1484204326
1099	1	0.1482787199
1100	1	0.1480512091
1101	1	0.1478939912
1102	1	0.147704527
1103	1	0.1475566095
1104	1	0.1473385833
1105	1	0.1472353245
1106	1	0.1469620351
1107	1	0.1467796663
1108	1	0.1464903464
1109	1	0.1464110174
1110	1	0.1462291076
1111	1	0.1459958699
1112	1	0.1457888913
1113	1	0.145546695
1114	1	0.1454034039
1115	1	0.1453335869
1116	1	0.1452207674
1117	1	0.1450963673
1118	1	0.1449088955
1119	1	0.1447097504
1120	1	0.1445001713
1121	1	0.1442489769
1122	1	0.144111137
1123	1	0.1439112042
1124	1	0.1437703696
1125	1	0.143576101
1126	1	0.1434559495
1127	1	0.1433170279
1128	1	0.1431527733
1129	1	0.1430552956
1130	1	0.1429294756
1131	1	0.1427358351
1132	1	0.1426455122
1133	1	0.1424721409
1134	1	0.1423322202
1135	1	0.1421800047
1136	1	0.1419783367
1137	1	0.1417816146
1138	1	0.1416425516
1139	1	0.1414177348
1140	1	0.1413640692
1141	1	0.1412604685
1142	1	0.1410790155
1143	1	0.141024369
1144	1	0.1409184614
1145	1	0.1407903169
1146	1	0.1406124793
1147	1	0.1404573159
1148	1	0.1402889624
1149	1	0.1401650753
1150	1	0.1400200589
1151	1	0.1398859331
1152	1	0.1396100283
1153	1	0.1394722833
1154	1	0.1393448489
1155	1	0.1391991054
1156	1	0.139093086
1157	1	0.1390338904
1158	1	0.1388096058
1159	1	0.1387401731
1160	1	0.1386182134
1161	1	0.1384350114
1162	1	0.1383416694
1163	1	0.1381146224
1164	1	0.1380000781
1165	1	0.137926157
1166	1	0.1377137757
1167	1	0.1376587648
1168	1	0.1375112244
1169	1	0.1373479892
1170	1	0.1372407724
1171	1	0.137085374
1172	1	0.1369472721
1173	1	0.1367915213
1174	1	0.1366243898
1175	1	0.1364578115
1176	1	0.1363085003
1177	1	0.1360950807
1178	1	0.1358604201
1179	1	0.1356628277
1180	1	0.1355281744
1181	1	0.1353548168
1182	1	0.135270595
1183	1	0.1350554453
1184	1	0.134960955
1185	1	0.1348529473
1186	1	0.1347087108
1187	1	0.134558879
1188	1	0.1344297872
1189	1	0.1342411421
1190	1	0.134122815
1191	1	0.1340141401
1192	1	0.1339390102
1193	1	0.1338756726
1194	1	0.1337279138
1195	1	0.1336086271
1196	1	0.1334761532
1197	1	0.133312745
1198	1	0.1330975365
1199	1	0.1329065823
1200	1	0.1328109657
1201	1	0.1327129254
1202	1	0.1325988234
1203	1	0.1324294508
1204	1	0.1323205495
1205	1	0.1322508144
1206	1	0.1321136242
1207	1	0.1319469649
1208	1	0.1318799398
1209	1	0.1317168493
1210	1	0.1315638107
1211	1	0.1314911817
1212	1	0.1312854372
1213	1	0.1311428938
1214	1	0.130971541
1215	1	0.1308141633
1216	1	0.1306280658
1217	1	0.1305184131
1218	1	0.1303868299
1219	1	0.1302085338
1220	1	0.1301208933
1221	1	0.1299708629
1222	1	0.1298453463
1223	1	0.1297697646
1224	1	0.1296474823
1225	1	0.12954273
1226	1	0.1293913948
1227	1	0.1293011402
1228	1	0.1291381517
1229	1	0.1290192645
1230	1	0.1289399647
1231	1	0.128803843
1232	1	0.128713141
1233	1	0.1285545358
1234	1	0.12847177
1235	1	0.1283813842
1236	1	0.128176403
1237	1	0.1280361792
1238	1	0.1278358255
1239	1	0.1276145982
1240	1	0.1275161452
1241	1	0.1273403672
1242	1	0.1271704485
1243	1	0.1270107809
1244	1	0.1268519471
1245	1	0.1267290456
1246	1	0.1265198097
1247	1	0.1264153235
1248	1	0.1262598797
1249	1	0.1261812156
1250	1	0.1259708628
1251	1	0.1258490717
1252	1	0.1257638564
1253	1	0.1256212204
1254	1	0.1254994778
1255	1	0.1253891263
1256	1	0.1251876202
1257	1	0.1250695226
1258	1	0.1249700131
1259	1	0.1248066034
1260	1	0.1246063142
1261	1	0.1245211208
1262	1	0.1243927289
1263	1	0.1242887231
1264	1	0.1242046534
1265	1	0.1240445751
1266	1	0.1238765166
1267	1	0.1237376032
1268	1	0.123626617
1269	1	0.123557008
1270	1	0.1233566072
1271	1	0.123181002
1272	1	0.1230660466
1273	1	0.1228790408
1274	1	0.1227606839
1275	1	0.1226935439
1276	1	0.1225734986
1277	1	0.1224716783
1278	1	0.1223368135
1279	1	0.1222701898
1280	1	0.1222056863
1281	1	0.1221282638
1282	1	0.1219846254
1283	1	0.1219279083
1284	1	0.1218082941
1285	1	0.1217056924
1286	1	0.1215361057
1287	1	0.1214095403
1288	1	0.1212732324
1289	1	0.1211704299
1290	1	0.1209562479
1291	1	0.1207545129
1292	1	0.1206618844
1293	1	0.1205638041
1294	1	0.1204723946
1295	1	0.1203393022
1296	1	0.1202339798
1297	1	0.1201314451
1298	1	0.1199893541
1299	1	0.11982981
1300	1	0.1197363793
1301	1	0.11956866
1302	1	0.1194667845
1303	1	0.119290881
1304	1	0.1191873722
1305	1	0.119067786
1306	1	0.1190484921
1307	1	0.1189203061
1308	1	0.1188260189
1309	1	0.1186903602
1310	1	0.1185910232
1311	1	0.1185019031
1312	1	0.1184466483
1313	1	0.118334531
1314	1	0.1181768933
1315	1	0.1180403287
1316	1	0.1178430485
1317	1	0.1176740319
1318	1	0.1175708754
1319	1	0.117478752
1320	1	0.1174131606
1321	1	0.1172652009
1322	1	0.1171992291
1323	1	0.1170837573
1324	1	0.1170104774
1325	1	0.116901982
1326	1	0.1168265489
1327	1	0.1167067002
1328	1	0.116541832
1329	1	0.1163576091
1330	1	0.1162942447
1331	1	0.1161145067
1332	1	0.1160435228
1333	1	0.1159566081
1334	1	0.1158322367
1335	1	0.1156807246
1336	1	0.1156153158
1337	1	0.1155139465
1338	1	0.1154347082
1339	1	0.1152802388
1340	1	0.11521672
1341	1	0.115084834
1342	1	0.1148859402
1343	1	0.1147589091
1344	1	0.1146453611
1345	1	0.1145270828
1346	1	0.1144594343
1347	1	0.114316831
1348	1	0.1141960665
1349	1	0.1141076453
1350	1	0.1139463293
1351	1	0.1138726585
1352	1	0.1138040552
1353	1	0.1137291208
1354	1	0.1136107001
1355	1	0.113467753
1356	1	0.1133366912
1357	1	0.1132459235
1358	1	0.1131319336
1359	1	0.113054112
1360	1	0.1129272634
1361	1	0.1128086788
1362	1	0.1126923274
1363	1	0.1125989934
1364	1	0.1125417819
1365	1	0.1124360054
1366	1	0.112321563
1367	1	0.1122163038
1368	1	0.1120742056
1369	1	0.111910756
1370	1	0.1117821862
1371	1	0.1116539972
1372	1	0.1114679847
1373	1	0.1113838177
1374	1	0.1113153265
1375	1	0.1111994555
1376	1	0.1111377641
1377	1	0.1109648716
1378	1	0.1108858385
1379	1	0.1107604515
1380	1	0.1106092205
1381	1	0.110468394
1382	1	0.1103751429
1383	1	0.1102608513
1384	1	0.1101546207
1385	1	0.1100438492
1386	1	0.1099100829
1387	1	0.1098036862
1388	1	0.1096791845
1389	1	0.1095445074
1390	1	0.1094791394
1391	1	0.1094003699
1392	1	0.1093438915
1393	1	0.1092258307
1394	1	0.1091052574
1395	1	0.108975618
1396	1	0.108809916
1397	1	0.1086614678
1398	1	0.1085683198
1399	1	0.1084988276
1400	1	0.1084125785
1401	1	0.1083268991
1402	1	0.1081656774
1403	1	0.1080809387
1404	1	0.1080113318
1405	1	0.1078909023
1406	1	0.1077979394
1407	1	0.107735155
1408	1	0.1076416007
1409	1	0.1075629002
1410	1	0.1074621477
1411	1	0.1073372857
1412	1	0.1072865667
1413	1	0.1072037765
1414	1	0.1070685312
1415	1	0.1069642591
1416	1	0.1068470303
1417	1	0.1067772585
1418	1	0.1066653456
1419	1	0.10655718
1420	1	0.10651173
1421	1	0.1063808714
1422	1	0.1062823019
1423	1	0.1062030136
1424	1	0.106082825
1425	1	0.105993531
1426	1	0.1059045977
1427	1	0.1058206798
1428	1	0.1057438822
1429	1	0.1056188033
1430	1	0.1055303434
1431	1	0.1054207379
1432	1	0.1053171222
1433	1	0.1052022709
1434	1	0.1051571692
1435	1	0.1050534541
1436	1	0.1049302401
1437	1	0.1048099008
1438	1	0.1046242324
1439	1	0.1045562852
1440	1	0.1044475128
1441	1	0.1043467255
1442	1	0.1042318304
1443	1	0.1041401887
1444	1	0.1040865141
1445	1	0.104001513
1446	1	0.1039305369
1447	1	0.1038259724
1448	1	0.1037693441
1449	1	0.1037026893
1450	1	0.1036027225
1451	1	0.1034778148
1452	1	0.1033652011
1453	1	0.1033155894
1454	1	0.1032330076
1455	1	0.1031513889
1456	1	0.1030341857
1457	1	0.1029540094
1458	1	0.1028760766
1459	1	0.1027884588
1460	1	0.1026461803
1461	1	0.1025498337
1462	1	0.1024446677
1463	1	0.1023546369
1464	1	0.1022858647
1465	1	0.1021886282
1466	1	0.1020968865
1467	1	0.1020206097
1468	1	0.1018941842
1469	1	0.1017708651
1470	1	0.1017257583
1471	1	0.1016438234
1472	1	0.1015653059
1473	1	0.1015343234
1474	1	0.1014594851
1475	1	0.1013433089
1476	1	0.1012818125
1477	1	0.1011638155
1478	1	0.1010691467
1479	1	0.100921022
1480	1	0.1008013531
1481	1	0.1007292234
1482	1	0.100663849
1483	1	0.1005671564
1484	1	0.1004564291
1485	1	0.1003849039
1486	1	0.1002512735
1487	1	0.1001505382
1488	1	0.100080199
1489	1	0.09997279309
1490	1	0.09989000495
1491	1	0.09971480885
1492	1	0.09961014598
1493	1	0.09955075804
1494	1	0.09945501456
1495	1	0.09938159969
1496	1	0.0993296805
1497	1	0.09920005782
1498	1	0.0991225715
1499	1	0.09901950594
1500	1	0.09888114909
1501	1	0.09877069113
1502	1	0.0986424452
1503	1	0.09854942053
1504	1	0.09845372299
1505	1	0.09835134856
1506	1	0.09828292626
1507	1	0.09818287886
1508	1	0.09816130968
1509	1	0.09806396847
1510	1	0.09801126882
1511	1	0.09794489775
1512	1	0.09792463285
1513	1	0.09785870335
1514	1	0.09780397135
1515	1	0.09774881941
1516	1	0.09769533393
1517	1	0.0976239027
1518	1	0.09758125093
1519	1	0.09746581468
1520	1	0.09740512575
1521	1	0.09728953052
1522	1	0.09724571923
1523	1	0.09713750836
1524	1	0.09704394312
1525	1	0.09695936893
1526	1	0.09689711516
1527	1	0.09679842309
1528	1	0.09671721387
1529	1	0.09662323399
1530	1	0.0965826024
1531	1	0.09649758126
1532	1	0.09643972151
1533	1	0.09630433768
1534	1	0.09626694597
1535	1	0.09612893257
1536	1	0.09607925688
1537	1	0.09597865834
1538	1	0.09588767285
1539	1	0.09575813137
1540	1	0.09563627798
1541	1	0.09552911154
1542	1	0.09545915422
1543	1	0.09537235888
1544	1	0.09528869994
1545	1	0.09523374211
1546	1	0.09516872683
1547	1	0.09505111624
1548	1	0.09496537205
1549	1	0.09486143068
1550	1	0.09475975222
1551	1	0.09468493324
1552	1	0.09461944616
1553	1	0.09454366073
1554	1	0.09442064678
1555	1	0.09432108255
1556	1	0.09424710211
1557	1	0.09414093059
1558	1	0.09403353633
1559	1	0.09398876199
1560	1	0.09395624356
1561	1	0.09388486865
1562	1	0.09382379638
1563	1	0.09376389376
1564	1	0.09364067659
1565	1	0.09360274644
1566	1	0.09352338436
1567	1	0.09346836248
1568	1	0.09335459139
1569	1	0.09331860793
1570	1	0.09327490427
1571	1	0.09317886257
1572	1	0.09310863677
1573	1	0.0930357623
1574	1	0.0929843629
1575	1	0.09291119443
1576	1	0.09281067775
1577	1	0.09273114185
1578	1	0.09267208176
1579	1	0.09253295531
1580	1	0.09242631605
1581	1	0.09235901524
1582	1	0.09225784539
1583	1	0.09219895502
1584	1	0.09209564306
1585	1	0.0920253002
1586	1	0.09191060109
1587	1	0.09182306877
1588	1	0.09168085733
1589	1	0.09163993986
1590	1	0.09156065649
1591	1	0.09144998999
1592	1	0.09135178366
1593	1	0.09122678714
1594	1	0.09112808701
1595	1	0.09104882818
1596	1	0.0909889695
1597	1	0.09093283245
1598	1	0.09087624642
1599	1	0.09079174138
1600	1	0.09072507327
1601	1	0.0906386775
1602	1	0.09054296243
1603	1	0.09047919405
1604	1	0.0903948311
1605	1	0.09035776354
1606	1	0.09027877057
1607	1	0.09021795712
1608	1	0.0900913581
1609	1	0.09000522477
1610	1	0.0899263146
1611	1	0.0898676669
1612	1	0.08980012797
1613	1	0.08975766588
1614	1	0.08973285066
1615	1	0.08961748583
1616	1	0.08955636916
1617	1	0.08950609521
1618	1	0.08944903608
1619	1	0.08934985265
1620	1	0.0892588144
1621	1	0.08918660848
1622	1	0.08911336293
1623	1	0.08900602596
1624	1	0.0889528439
1625	1	0.08891552904
1626	1	0.08881890366
1627	1	0.08871869169
1628	1	0.08866777082
1629	1	0.08862592625
1630	1	0.08855545145
1631	1	0.08847256836
1632	1	0.08837496054
1633	1	0.08829257882
1634	1	0.08820052749
1635	1	0.08813271487
1636	1	0.08805094964
1637	1	0.08797170802
1638	1	0.08786934724
1639	1	0.08781456159
1640	1	0.08772819159
1641	1	0.08768750782
1642	1	0.08762048102
1643	1	0.08754348754
1644	1	0.08743284516
1645	1	0.08740462113
1646	1	0.08734619085
1647	1	0.08726316263
1648	1	0.08722261036
1649	1	0.08717144711
1650	1	0.08713888884
1651	1	0.08707629529
1652	1	0.08700919658
1653	1	0.08690877257
1654	1	0.08680594291
1655	1	0.08672420535
1656	1	0.08664007712
1657	1	0.08655126991
1658	1	0.08650362211
1659	1	0.08644525263
1660	1	0.08636176735
1661	1	0.08626877834
1662	1	0.0861909404
1663	1	0.08608658465
1664	1	0.08602325045
1665	1	0.08598762614
1666	1	0.08592308788
1667	1	0.08583394458
1668	1	0.08576246953
1669	1	0.08568799418
1670	1	0.08563405758
1671	1	0.0855435277
1672	1	0.08547548941
1673	1	0.08543139421
1674	1	0.08535189927
1675	1	0.08530599927
1676	1	0.08523568289
1677	1	0.08518597889
1678	1	0.08507533249
1679	1	0.08499037604
1680	1	0.08490455967
1681	1	0.08484457071
1682	1	0.08474854966
1683	1	0.08468558927
1684	1	0.08460833373
1685	1	0.08454051889
1686	1	0.08448745474
1687	1	0.08441587298
1688	1	0.08433909429
1689	1	0.08427260242
1690	1	0.08422021312
1691	1	0.08418135322
1692	1	0.08412354868
1693	1	0.08403817863
1694	1	0.08398007125
1695	1	0.08390540921
1696	1	0.08385912531
1697	1	0.08378209677
1698	1	0.08371265331
1699	1	0.08367042144
1700	1	0.08363525405
1701	1	0.08355203064
1702	1	0.08346976662
1703	1	0.08340249136
1704	1	0.08334668166
1705	1	0.08328412932
1706	1	0.08324402051
1707	1	0.08320456496
1708	1	0.0831465567
1709	1	0.08307852362
1710	1	0.08299333708
1711	1	0.08291337121
1712	1	0.08282229264
1713	1	0.08278482615
1714	1	0.08272703815
1715	1	0.08268796167
1716	1	0.08263264274
1717	1	0.08255720471
1718	1	0.08251995384
1719	1	0.082433539
1720	1	0.08238141566
1721	1	0.08229978137
1722	1	0.08225216844
1723	1	0.0822092421
1724	1	0.08216948935
1725	1	0.08210137637
1726	1	0.08199292863
1727	1	0.08191411534
1728	1	0.08184151672
1729	1	0.08178157556
1730	1	0.08170622807
1731	1	0.08165595622
1732	1	0.08159139133
1733	1	0.08154667367
1734	1	0.08149779071
1735	1	0.08140323095
1736	1	0.08137528065
1737	1	0.08132591648
1738	1	0.08123463371
1739	1	0.08117007679
1740	1	0.08112652114
1741	1	0.0810718279
1742	1	0.08101389845
1743	1	0.08093736977
1744	1	0.08087824693
1745	1	0.08081537151
1746	1	0.08077643589
1747	1	0.08071926597
1748	1	0.08065511388
1749	1	0.08061137072
1750	1	0.08055821912
1751	1	0.08049329478
1752	1	0.08044437559
1753	1	0.08038336526
1754	1	0.08030206465
1755	1	0.08024021248
1756	1	0.08018158105
1757	1	0.08012524722
1758	1	0.08006441771
1759	1	0.07999633554
1760	1	0.07992124906
1761	1	0.07985500273
1762	1	0.07982638566
1763	1	0.07976920902
1764	1	0.0797078114
1765	1	0.07965928483
1766	1	0.0795831602
1767	1	0.07950789519
1768	1	0.07947032391
1769	1	0.07938226397
1770	1	0.07933104429
1771	1	0.07927548467
1772	1	0.0792499715
1773	1	0.0791660387
1774	1	0.07908676862
1775	1	0.07904575666
1776	1	0.07897260508
1777	1	0.07890237603
1778	1	0.078854164
1779	1	0.07882580158
1780	1	0.07876816214
1781	1	0.07869652197
1782	1	0.07864570139
1783	1	0.07853821804
1784	1	0.07848395778
1785	1	0.07840990137
1786	1	0.07835848702
1787	1	0.07832621967
1788	1	0.07826842505
1789	1	0.0781937054
1790	1	0.07811794884
1791	1	0.0780254449
1792	1	0.077960583
1793	1	0.07787226971
1794	1	0.07781288469
1795	1	0.07775611313
1796	1	0.07768152328
1797	1	0.07762454238
1798	1	0.07756897901
1799	1	0.07750078665
1800	1	0.07740740705
1801	1	0.07736445358
1802	1	0.0773160717
1803	1	0.07724920248
1804	1	0.07719893469
1805	1	0.07710965447
1806	1	0.07704234482
1807	1	0.07698654417
1808	1	0.0768972936
1809	1	0.07680431226
1810	1	0.07672475
1811	1	0.07666751855
1812	1	0.07662522888
1813	1	0.07656677789
1814	1	0.0765126336
1815	1	0.0764565143
1816	1	0.07641868466
1817	1	0.07633182089
1818	1	0.07626451055
1819	1	0.0762291926
1820	1	0.07615140386
1821	1	0.07609637752
1822	1	0.07601911424
1823	1	0.07594985736
1824	1	0.07589228835
1825	1	0.07581054027
1826	1	0.07574221369
1827	1	0.07566042837
1828	1	0.07560284674
1829	1	0.07554046534
1830	1	0.07545116292
1831	1	0.07542256569
1832	1	0.07537586171
1833	1	0.0753441638
1834	1	0.07530856298
1835	1	0.07523983976
1836	1	0.07519979741
1837	1	0.07514661784
1838	1	0.07512638575
1839	1	0.0750559272
1840	1	0.07503598504
1841	1	0.07496424685
1842	1	0.07491453782
1843	1	0.07484615349
1844	1	0.07479240299
1845	1	0.07475606564
1846	1	0.07468812055
1847	1	0.07464680818
1848	1	0.07458734691
1849	1	0.0745450949
1850	1	0.07449850993
1851	1	0.07444597662
1852	1	0.07441480872
1853	1	0.07438722447
1854	1	0.07437282841
1855	1	0.07435442164
1856	1	0.07428592771
1857	1	0.07424910076
1858	1	0.07421504185
1859	1	0.07416253415
1860	1	0.07413159584
1861	1	0.0740719884
1862	1	0.0740062528
1863	1	0.07394518748
1864	1	0.07391463961
1865	1	0.07388239773
1866	1	0.07382274833
1867	1	0.07377112669
1868	1	0.07371608737
1869	1	0.0736880917
1870	1	0.07363207226
1871	1	0.07359325318
1872	1	0.07351552229
1873	1	0.07346271962
1874	1	0.07344100027
1875	1	0.07336521572
1876	1	0.07332537828
1877	1	0.07327556928
1878	1	0.07322084084
1879	1	0.07318461494
1880	1	0.07312477772
1881	1	0.07308142314
1882	1	0.0730513292
1883	1	0.07300944079
1884	1	0.07296503353
1885	1	0.07294890502
1886	1	0.07287704926
1887	1	0.07282860856
1888	1	0.07276820332
1889	1	0.07270338322
1890	1	0.07268115825
1891	1	0.07261101076
1892	1	0.07256463767
1893	1	0.07251750522
1894	1	0.07248898074
1895	1	0.07244269294
1896	1	0.07238166973
1897	1	0.07231641757
1898	1	0.07227144825
1899	1	0.07220901896
1900	1	0.07215959919
1901	1	0.07211916477
1902	1	0.072082849
1903	1	0.07204545637
1904	1	0.07201902811
1905	1	0.07198803395
1906	1	0.07195953458
1907	1	0.07192525347
1908	1	0.07184199371
1909	1	0.07180693851
1910	1	0.07179080339
1911	1	0.07175995614
1912	1	0.07168879841
1913	1	0.07164198359
1914	1	0.07160757337
1915	1	0.07157588994
1916	1	0.07152867641
1917	1	0.0714575646
1918	1	0.07137338635
1919	1	0.07134662992
1920	1	0.0713161384
1921	1	0.07126083615
1922	1	0.07120526155
1923	1	0.0711632343
1924	1	0.0711478208
1925	1	0.07109592594
1926	1	0.07104987628
1927	1	0.07101347284
1928	1	0.07095244444
1929	1	0.07090768739
1930	1	0.07082291341
1931	1	0.07078119359
1932	1	0.07071292896
1933	1	0.07065699781
1934	1	0.07060886838
1935	1	0.07057134221
1936	1	0.07052258753
1937	1	0.07047226414
1938	1	0.07041171348
1939	1	0.0703805137
1940	1	0.07032378471
1941	1	0.07029222729
1942	1	0.07022851575
1943	1	0.07017342096
1944	1	0.07013596308
1945	1	0.07009735352
1946	1	0.07006394334
1947	1	0.07001563102
1948	1	0.06994813109
1949	1	0.06990209079
1950	1	0.06985505475
1951	1	0.06981193532
1952	1	0.06976109215
1953	1	0.06971821847
1954	1	0.06967250722
1955	1	0.06963312041
1956	1	0.06954628552
1957	1	0.06946861668
1958	1	0.06943359875
1959	1	0.069383886
1960	1	0.06933220261
1961	1	0.06928720868
1962	1	0.06921820657
1963	1	0.06916080939
1964	1	0.06911659768
1965	1	0.06907148605
1966	1	0.06903774644
1967	1	0.06897326412
1968	1	0.06895054111
1969	1	0.06890340351
1970	1	0.0688535105
1971	1	0.06880326888
1972	1	0.06876263888
1973	1	0.06870465587
1974	1	0.0686728981
1975	1	0.06862647594
1976	1	0.06858142047
1977	1	0.06854756501
1978	1	0.06849567295
1979	1	0.06844636016
1980	1	0.0683840376
1981	1	0.06835537124
1982	1	0.06831776519
1983	1	0.06825545967
1984	1	0.0682211985
1985	1	0.06818710351
1986	1	0.06815559702
1987	1	0.06810866493
1988	1	0.06806089517
1989	1	0.06802018574
1990	1	0.06795718384
1991	1	0.06790550722
1992	1	0.06785451136
1993	1	0.06780514227
1994	1	0.06775200168
1995	1	0.06769926399
1996	1	0.06765629412
1997	1	0.06758905035
1998	1	0.06754872842
1999	1	0.06750077254
