iter	TotalF1	MultiClass
106	0.7439721223	0.8725552539
107	0.744237394	0.8703866768
108	0.7459317546	0.8678037528
109	0.7499867255	0.8641345095
110	0.7499867255	0.8620713206
111	0.7516215589	0.8583311619
112	0.7531640841	0.8558106569
113	0.755336974	0.8523966538
114	0.7570313768	0.8504584331
115	0.7611506494	0.8481874922
116	0.7630664221	0.8451544687
117	0.7650822099	0.8433086705
118	0.7616860907	0.8411291046
119	0.7689012233	0.8381698971
120	0.7689012233	0.8354126807
121	0.7689012233	0.8327065998
122	0.7727203836	0.8300627045
123	0.7708611005	0.8278772406
124	0.7745090569	0.8248790734
125	0.7763701281	0.8234097878
126	0.7762865683	0.8200880913
127	0.7782460234	0.8178667699
128	0.7799441745	0.816143923
129	0.7780717735	0.8138991792
130	0.7780717735	0.8119528366
131	0.7797600486	0.8105679761
132	0.7860280252	0.8077037055
133	0.7821229199	0.8058200355
134	0.7804339504	0.8022821125
135	0.7860100234	0.7997784089
136	0.7878212339	0.7974925487
137	0.7879083577	0.7948542813
138	0.7910353959	0.7921514358
139	0.7910353959	0.7894875758
140	0.7910569332	0.786108255
141	0.7890891849	0.7840554887
142	0.7910353959	0.7822276204
143	0.7929725453	0.7798852593
144	0.794695657	0.7779633857
145	0.794695657	0.7758047182
146	0.794695657	0.7740196284
147	0.7945661756	0.7714249129
148	0.7945307195	0.7694289161
149	0.7945307195	0.7667994401
150	0.7964661672	0.7643695987
151	0.7947170978	0.7618398686
152	0.8003454658	0.7588983571
153	0.8003454658	0.7568614736
154	0.8021552178	0.7551033514
155	0.8002733502	0.7527900892
156	0.8003044325	0.7496278785
157	0.8059363069	0.746631968
158	0.8041136049	0.7440119502
159	0.8041136049	0.7421908191
160	0.804013007	0.7393555258
161	0.8021231339	0.7366423638
162	0.8023233941	0.7340172967
163	0.8023233941	0.7326590201
164	0.8025189141	0.7302576878
165	0.8054277368	0.727235219
166	0.8071356754	0.7247206648
167	0.8137042228	0.7222032367
168	0.8118801216	0.7205918559
169	0.8117619577	0.7189119115
170	0.8138954943	0.716724637
171	0.8139686362	0.7143632737
172	0.8137799498	0.7117728345
173	0.8156895646	0.7094163468
174	0.8193610928	0.7073534471
175	0.8193610928	0.7059903535
176	0.8193610928	0.7040365581
177	0.8229944953	0.7011883502
178	0.8248347847	0.6995508756
179	0.8248347847	0.6974089219
180	0.8229944953	0.6951644059
181	0.8231709008	0.6919875377
182	0.826802911	0.6896545374
183	0.823181567	0.6866974835
184	0.8275675927	0.6841590443
185	0.826640906	0.681718488
186	0.8294747527	0.6794227677
187	0.831469168	0.6771481478
188	0.8305538625	0.6758260647
189	0.8286353213	0.6737144705
190	0.8286353213	0.6730603851
191	0.8333403723	0.6715743212
192	0.831469168	0.669028047
193	0.8306209139	0.6666211599
194	0.835342462	0.6648877854
195	0.8335043766	0.6638260337
196	0.8325507786	0.6615022776
197	0.8342927871	0.6587704537
198	0.8307124664	0.6565988573
199	0.8335043766	0.6546566246
200	0.8370688744	0.6529484239
201	0.8371277265	0.6516435136
202	0.8388533082	0.6495770927
203	0.8406322378	0.6483870035
204	0.8425440856	0.6464331492
205	0.8444042785	0.6457533865
206	0.84805997	0.6443841389
207	0.84805997	0.6426500852
208	0.8482355202	0.6406658856
209	0.8482378092	0.6386793793
210	0.8482378092	0.638077211
211	0.8482378092	0.6372271226
212	0.8500850338	0.6354632672
213	0.8500850338	0.6340516643
214	0.8482378092	0.6323381842
215	0.8482378092	0.6307716854
216	0.8482378092	0.6289010641
217	0.8482378092	0.6286211135
218	0.8501040954	0.6268425685
219	0.8519509986	0.6245711098
220	0.8555526856	0.6221950357
221	0.8537603388	0.6207542879
222	0.8536363984	0.6189218188
223	0.8554292555	0.6176893008
224	0.8554292555	0.6163701052
225	0.8554292555	0.6152359084
226	0.8536957781	0.613114999
227	0.8536957781	0.6115533582
228	0.8575624501	0.6093957343
229	0.8593492738	0.6079784307
230	0.8613030091	0.6067438193
231	0.8612567384	0.6056950014
232	0.8574864967	0.6043820198
233	0.8595161854	0.6032325262
234	0.8630453477	0.6014641576
235	0.8612567384	0.5999552807
236	0.863137122	0.5981405072
237	0.8649865631	0.596377292
238	0.8675556844	0.5944679563
239	0.8676381615	0.5934811845
240	0.8675340919	0.5911245104
241	0.8699693406	0.5897893055
242	0.8693519696	0.5874239817
243	0.8719016615	0.5856535387
244	0.8755413258	0.5846767509
245	0.8797757389	0.5834028446
246	0.8797757389	0.5822839889
247	0.8779978444	0.5809944189
248	0.876125565	0.578917196
249	0.8779978444	0.5774813459
250	0.8816716453	0.5764509326
251	0.879924148	0.57479782
252	0.8779978444	0.5735439118
253	0.8841566344	0.5720124639
254	0.8841566344	0.5708925525
255	0.8841566344	0.5695502168
256	0.8861171831	0.567756394
257	0.8860393508	0.5667697927
258	0.8898906675	0.5652545541
259	0.89349034	0.564167482
260	0.8916773496	0.5628387321
261	0.8916773496	0.5613841482
262	0.8916773496	0.5603088297
263	0.8953467844	0.5587012132
264	0.8953494022	0.55714627
265	0.8953494022	0.5558843208
266	0.8953494022	0.554647333
267	0.8972586704	0.5533022897
268	0.8972583064	0.5516057186
269	0.8991149779	0.550623118
270	0.8991149779	0.549789207
271	0.8991149779	0.5484469389
272	0.8972583064	0.5466591889
273	0.8972583064	0.5451461427
274	0.8991149779	0.5434052809
275	0.8972583064	0.5420672657
276	0.9008991815	0.5408368397
277	0.9008995928	0.5398556416
278	0.9027172972	0.5383356724
279	0.9027172972	0.5374542694
280	0.904529763	0.5363996099
281	0.9045365323	0.5349672876
282	0.9082916886	0.533871198
283	0.906474342	0.5328081785
284	0.906474342	0.5315584527
285	0.906474342	0.5305978066
286	0.9087529981	0.5294946349
287	0.9069352376	0.5281515508
288	0.9069352376	0.5273956049
289	0.9087393991	0.5263853118
290	0.9087393991	0.5253311822
291	0.9087393991	0.5250008293
292	0.9105854853	0.5230601384
293	0.9105854853	0.5214214023
294	0.9105854853	0.5200887061
295	0.9105854853	0.5188520883
296	0.9086638217	0.5175292011
297	0.912404812	0.5163883942
298	0.912404812	0.5153190995
299	0.912404812	0.513798735
300	0.9143295118	0.5130998804
301	0.9142676576	0.5116070272
302	0.9142676576	0.5104548791
303	0.9142676576	0.5085426545
304	0.9142676576	0.5075763437
305	0.9161839921	0.5063820909
306	0.9161839921	0.5054931892
307	0.9142676576	0.5042330908
308	0.9142676576	0.5033773461
309	0.9161839921	0.5025337197
310	0.9142676576	0.5018140659
311	0.9183746627	0.5003071885
312	0.920282733	0.49856973
313	0.920282733	0.4975536986
314	0.920282733	0.4969597334
315	0.920282733	0.4959715682
316	0.920282733	0.4947721997
317	0.920282733	0.4939994854
318	0.920282733	0.4927926804
319	0.920282733	0.4917257175
320	0.920282733	0.4911107287
321	0.920282733	0.4904199769
322	0.920282733	0.4897168474
323	0.9225357063	0.4882751349
324	0.9225357063	0.4871041496
325	0.9225357063	0.4864667736
326	0.9225357063	0.4857149107
327	0.9225357063	0.4851142524
328	0.9207027771	0.4842268783
329	0.9207027771	0.483421694
330	0.9225499341	0.4821958196
331	0.9225499341	0.4810264477
332	0.9243874723	0.4801273714
333	0.9243874723	0.4790989246
334	0.9243874723	0.4787936848
335	0.9243874723	0.4772531654
336	0.9243874723	0.4765101267
337	0.9243874723	0.4756472442
338	0.9225357063	0.4743232357
339	0.9243874723	0.4730753802
340	0.9262200062	0.4720504083
341	0.9262200062	0.4712709993
342	0.9262200062	0.4708685275
343	0.9262200062	0.4700075654
344	0.9301609452	0.469024353
345	0.9283325946	0.4680662088
346	0.9301609452	0.4670048876
347	0.9320481622	0.4658426786
348	0.9302150871	0.4645442501
349	0.9320481622	0.4634472959
350	0.9320481622	0.4630524161
351	0.9320481622	0.4622608659
352	0.9320481622	0.4616763291
353	0.9320481622	0.4607794949
354	0.9320481622	0.4594981453
355	0.9320481622	0.4589339529
356	0.9320481622	0.4577247558
357	0.9320481622	0.4568367709
358	0.9302150871	0.4554184837
359	0.9302150871	0.4545781561
360	0.9302150871	0.4537715571
361	0.9302150871	0.453464955
362	0.9302150871	0.4526564932
363	0.9320576617	0.4520419402
364	0.9320576617	0.451340667
365	0.9320576617	0.4498234996
366	0.9320576617	0.44901426
367	0.9320576617	0.4482424734
368	0.9320576617	0.4478123719
369	0.9320576617	0.4469896944
370	0.9320576617	0.4464426841
371	0.9320576617	0.4457358217
372	0.9320576617	0.4449775174
373	0.9320576617	0.4438275157
374	0.9320576617	0.4428469747
375	0.9339606512	0.4420184931
376	0.9320576617	0.4413378782
377	0.9338910286	0.4403540709
378	0.9375724302	0.4394128501
379	0.9357431798	0.4386436951
380	0.9376466297	0.4374812462
381	0.9376466297	0.4363007394
382	0.9394758801	0.4358978142
383	0.9413466153	0.4351535297
384	0.9413466153	0.4340760387
385	0.9394758801	0.4332908976
386	0.9413466153	0.4325316736
387	0.9394758801	0.4322049625
388	0.9413466153	0.4315519561
389	0.9431761494	0.430612803
390	0.9413466153	0.4295173301
391	0.9431761494	0.4282741672
392	0.9431761494	0.4267525161
393	0.9452449934	0.4260058927
394	0.9452449934	0.4248814772
395	0.9452449934	0.423713314
396	0.9452449934	0.4227700992
397	0.948945731	0.4219964221
398	0.9470706168	0.4207006257
399	0.9470706168	0.4198367151
400	0.9470706168	0.419367514
401	0.948945731	0.4188481745
402	0.948945731	0.4186620424
403	0.9489692822	0.4180443207
404	0.9489692822	0.4167371916
405	0.9489692822	0.4157274132
406	0.9489692822	0.41508051
407	0.9508240301	0.4143167611
408	0.9508240301	0.4134109703
409	0.9508364511	0.4124892118
410	0.9489617745	0.4119746736
411	0.9508240301	0.4107656195
412	0.9508240301	0.4097858994
413	0.9508240301	0.4090753766
414	0.9508240301	0.4083344374
415	0.9489617745	0.4076843597
416	0.9489617745	0.4064759435
417	0.9508240301	0.4056008614
418	0.9526833487	0.4047237206
419	0.9547292092	0.4037917889
420	0.9547292092	0.403258888
421	0.9547292092	0.4026906895
422	0.952869561	0.4015848232
423	0.952869561	0.4010157893
424	0.9547292092	0.4000514558
425	0.9547292092	0.3989009181
426	0.9547292092	0.3978784882
427	0.9547292092	0.3972734333
428	0.9565559176	0.3966911131
429	0.9584179259	0.3957963019
430	0.9584179259	0.3949014556
431	0.9584179259	0.3939287964
432	0.9602893531	0.3928305725
433	0.9602893531	0.392175447
434	0.9602893531	0.3918477597
435	0.9602893531	0.3910910025
436	0.9602893531	0.3907320054
437	0.9584327052	0.3900835666
438	0.9584327052	0.3892715097
439	0.9602893531	0.3884282464
440	0.9621593084	0.3881297993
441	0.9621593084	0.3870246782
442	0.9621593084	0.385688802
443	0.9621593084	0.3851356187
444	0.9640217512	0.3843018844
445	0.9640217512	0.3834706548
446	0.9640217512	0.3827275247
447	0.9640217512	0.3820521774
448	0.9640092378	0.3810357205
449	0.9658814762	0.3801863474
450	0.9658814762	0.3795152101
451	0.9640217512	0.3789366711
452	0.9658814762	0.3784910921
453	0.9640217512	0.3780024925
454	0.9640217512	0.3775204093
455	0.9640217512	0.3770270351
456	0.9640217512	0.3763849294
457	0.9678356115	0.3758287615
458	0.9678356115	0.3754146941
459	0.9659708314	0.3748134958
460	0.9659708314	0.3744056186
461	0.9659708314	0.3739737573
462	0.9659779753	0.3733128853
463	0.9678520944	0.3727960464
464	0.9697219725	0.3723414042
465	0.9678520944	0.3722305834
466	0.9678520944	0.3715446544
467	0.9678520944	0.3710522357
468	0.9678520944	0.3702651165
469	0.9678520944	0.3696745797
470	0.9698360307	0.3689575462
471	0.9698360307	0.36834275
472	0.971760204	0.3676330839
473	0.971760204	0.3669577927
474	0.9736196092	0.3659702116
475	0.9736196092	0.3649357159
476	0.9736196092	0.3641490861
477	0.9736352235	0.3629472006
478	0.9754949424	0.3617138032
479	0.9773455046	0.3611526632
480	0.9773455046	0.3607439102
481	0.9773455046	0.3599515017
482	0.9773455046	0.3592409216
483	0.9773455046	0.3589373274
484	0.9773455046	0.3584136168
485	0.9773455046	0.357710722
486	0.9773455046	0.3568751265
487	0.9773455046	0.3561924472
488	0.9773455046	0.3556166315
489	0.9773455046	0.355064049
490	0.9773455046	0.3543950479
491	0.9773455046	0.3538310369
492	0.9773455046	0.3528835445
493	0.9773455046	0.3521001615
494	0.9773455046	0.3513701186
495	0.9773455046	0.3509520012
496	0.9773455046	0.3505335014
497	0.9773455046	0.3499925909
498	0.9773455046	0.3493543015
499	0.9773455046	0.3488435866
500	0.9773455046	0.3480001127
501	0.9773455046	0.3473293645
502	0.9792970934	0.3466950766
503	0.9792970934	0.3463455451
504	0.9792970934	0.3455332593
505	0.9792970934	0.3450239834
506	0.9792970934	0.3444062767
507	0.9792970934	0.3435741019
508	0.9792970934	0.3429515214
509	0.9792970934	0.3425728276
510	0.9811983474	0.3420808685
511	0.9792970934	0.3417074314
512	0.9792970934	0.3412280031
513	0.9811983474	0.3404852245
514	0.9811983474	0.3400500952
515	0.9811983474	0.3394051242
516	0.9811983474	0.3386779172
517	0.9811983474	0.3382466758
518	0.9811983474	0.3374281314
519	0.9811983474	0.3366567948
520	0.9811983474	0.3363654641
521	0.9811983474	0.3357242076
522	0.9811983474	0.3350679037
523	0.9811983474	0.3344656774
524	0.9811983474	0.3336386441
525	0.9811983474	0.333202492
526	0.9811983474	0.3326064676
527	0.9811983474	0.3320535967
528	0.9811983474	0.3310314335
529	0.9811983474	0.3305228389
530	0.9811983474	0.3298179974
531	0.9811983474	0.3291727786
532	0.9811983474	0.3283308534
533	0.9811983474	0.327792287
534	0.9811983474	0.3273243402
535	0.9811983474	0.326673127
536	0.9811983474	0.3263228071
537	0.9831123491	0.3255536055
538	0.9831123491	0.3250007394
539	0.9850018711	0.3241985341
540	0.9850018711	0.3236231601
541	0.9850018711	0.3227956695
542	0.9850018711	0.3223091894
543	0.9850018711	0.3218065766
544	0.9887585451	0.3210133567
545	0.9868354552	0.3202637837
546	0.9868354552	0.3193707537
547	0.9868354552	0.3188854162
548	0.9868354552	0.3181091663
549	0.9868354552	0.3172923373
550	0.9887164891	0.3167889588
551	0.9887164891	0.3164268106
552	0.990639579	0.315675044
553	0.990639579	0.3148965116
554	0.990639579	0.3143158031
555	0.990639579	0.3135670557
556	0.990639579	0.3131742585
557	0.990639579	0.3123784671
558	0.990639579	0.3119077897
559	0.990639579	0.3114906731
560	0.990639579	0.3111665406
561	0.990639579	0.3107657702
562	0.990639579	0.310495444
563	0.990639579	0.3100445811
564	0.990639579	0.309203592
565	0.990639579	0.3088514731
566	0.990639579	0.3083468986
567	0.990639579	0.307898667
568	0.990639579	0.3074559375
569	0.990639579	0.306804953
570	0.990639579	0.3062679304
571	0.990639579	0.3059593976
572	0.990639579	0.3055620629
573	0.990639579	0.3052558687
574	0.990639579	0.3047154952
575	0.990639579	0.3043706322
576	0.990639579	0.3039301045
577	0.990639579	0.3036098128
578	0.990639579	0.3031971182
579	0.990639579	0.3025316452
580	0.990639579	0.3018405472
581	0.990639579	0.3014487293
582	0.990639579	0.3010445871
583	0.990639579	0.300549702
584	0.990639579	0.3001513902
585	0.990639579	0.2996279119
586	0.990639579	0.2993170801
587	0.990639579	0.2986516578
588	0.990639579	0.2980463032
589	0.990639579	0.2975212232
590	0.990639579	0.2971705618
591	0.990639579	0.2969896258
592	0.990639579	0.2965428019
593	0.990639579	0.2960367296
594	0.990639579	0.2955306584
595	0.990639579	0.2950546814
596	0.990639579	0.2945555766
597	0.990639579	0.2941119628
598	0.990639579	0.2932333131
599	0.990639579	0.29265745
600	0.990639579	0.2921477741
601	0.990639579	0.2918544363
602	0.990639579	0.2914683967
603	0.990639579	0.2910417787
604	0.990639579	0.2905135545
605	0.990639579	0.2898235785
606	0.9925145119	0.2893592275
607	0.9925145119	0.2888727635
608	0.9925145119	0.2883676894
609	0.9925145119	0.2879666004
610	0.9925145119	0.2875306836
611	0.9925145119	0.2872808673
612	0.9925145119	0.2867846029
613	0.9925145119	0.2863789363
614	0.9925145119	0.2861500282
615	0.9925145119	0.2856741844
616	0.9925145119	0.2853452849
617	0.9925145119	0.2847272408
618	0.9925145119	0.2843284175
619	0.9925145119	0.2837930885
620	0.9925145119	0.283598084
621	0.9925145119	0.2832665372
622	0.9925145119	0.282812408
623	0.9925145119	0.2822338852
624	0.9925145119	0.2817335233
625	0.9925145119	0.2814560303
626	0.9925145119	0.2810836341
627	0.9925145119	0.2806770444
628	0.9925145119	0.2803928475
629	0.9925145119	0.2800825178
630	0.9925145119	0.2797389652
631	0.9925145119	0.2793265369
632	0.9925145119	0.2789122119
633	0.9925145119	0.2783834012
634	0.9925145119	0.2778750369
635	0.9925145119	0.2777525821
636	0.9925145119	0.2772352754
637	0.9925145119	0.2768093087
638	0.9925145119	0.2761168587
639	0.9925145119	0.2756614445
640	0.9925145119	0.2751793391
641	0.9925145119	0.2749511202
642	0.9943861839	0.2745451085
643	0.9943861839	0.2740642959
644	0.9943861839	0.2737104184
645	0.9943861839	0.2733117213
646	0.9943861839	0.2730781708
647	0.9943861839	0.2726368293
648	0.9943861839	0.2722273897
649	0.9943861839	0.2718989472
650	0.9943861839	0.2713687802
651	0.9943861839	0.2709856895
652	0.9943861839	0.2706767213
653	0.9943861839	0.2703459041
654	0.9943861839	0.2699207743
655	0.9943861839	0.269389619
656	0.9943861839	0.2687597449
657	0.9943861839	0.268272085
658	0.9943861839	0.2678223751
659	0.9943861839	0.2673568576
660	0.9943861839	0.2671954724
661	0.9943861839	0.2669957104
662	0.9943861839	0.266651441
663	0.9943861839	0.2663747945
664	0.9943861839	0.2659956424
665	0.9943861839	0.2655408942
666	0.9943861839	0.2651037382
667	0.9943861839	0.2650048647
668	0.9943861839	0.2646150258
669	0.9943861839	0.2642356109
670	0.9943861839	0.2639035632
671	0.9943861839	0.263412815
672	0.9943861839	0.2629834835
673	0.9962536	0.2625854387
674	0.9962536	0.2619430448
675	0.9962536	0.2612366013
676	0.9962536	0.2607287305
677	0.9962536	0.2602050589
678	0.9962536	0.2597619369
679	0.9962536	0.2591314843
680	0.9962536	0.2585828039
681	0.9962536	0.2580021675
682	0.9962536	0.2575550025
683	0.9962536	0.2571799568
684	0.9962536	0.2570047348
685	0.9962536	0.2566450647
686	0.9962536	0.256246865
687	0.9962536	0.2558797275
688	0.9962536	0.2551763023
689	0.9962536	0.2548808803
690	0.9962536	0.254493272
691	0.9962536	0.2542053042
692	0.9962536	0.2537188209
693	0.9962536	0.2530305577
694	0.9962536	0.2527835268
695	0.9962536	0.2526074362
696	0.9962536	0.2521572738
697	0.9962536	0.251870022
698	0.9962536	0.2514159075
699	0.9962536	0.2509636805
700	0.9962536	0.25056128
701	0.9962536	0.2499765005
702	0.9962536	0.2496587465
703	0.9962536	0.2490721431
704	0.9962536	0.2485909407
705	0.9962536	0.2484680062
706	0.9962536	0.2481799048
707	0.9962536	0.2478863375
708	0.9962536	0.2476015922
709	0.9962536	0.2471989059
710	0.9962536	0.2468748966
711	0.9962536	0.2464230084
712	0.9962536	0.2460159805
713	0.9962536	0.2456572558
714	0.9962536	0.245422852
715	0.9962536	0.2450588849
716	0.9962536	0.2446947348
717	0.9962536	0.2444392565
718	0.9962536	0.244114895
719	0.9962536	0.2437570121
720	0.9962536	0.2432998873
721	0.9962536	0.2429583738
722	0.9962536	0.2424838717
723	0.9962536	0.2421542057
724	0.9962536	0.2418794216
725	0.9962536	0.2414706582
726	0.9962536	0.2411212203
727	0.9962536	0.2408898716
728	0.9962536	0.24044018
729	0.9962536	0.2398787247
730	0.9962536	0.2396029127
731	0.9962536	0.2392834756
732	0.9962536	0.2389476318
733	0.9962536	0.2385067409
734	0.9962536	0.2381642188
735	0.9962536	0.2378033869
736	0.9962536	0.237539611
737	0.9962536	0.2373845366
738	0.9981305621	0.2370858247
739	0.9981305621	0.2367420792
740	0.9981305621	0.236310255
741	0.9981305621	0.2358531637
742	0.9981305621	0.2354631263
743	0.9981305621	0.235012884
744	0.9962536	0.2346820114
745	0.9981305621	0.2342884173
746	0.9981305621	0.2341335959
747	0.9981305621	0.2335693361
748	0.9981305621	0.2329729732
749	0.9981305621	0.2327131821
750	0.9981305621	0.2324576416
751	0.9981305621	0.2321081969
752	0.9981305621	0.2317859462
753	0.9981305621	0.2313759439
754	0.9981305621	0.2308314145
755	0.9981305621	0.2304149938
756	0.9981305621	0.2299193716
757	0.9981305621	0.2295427062
758	0.9981305621	0.2293460598
759	0.9981305621	0.229118148
760	0.9981305621	0.2289482642
761	0.9981305621	0.2285067965
762	0.9981305621	0.2283022355
763	0.9981305621	0.2280626853
764	0.9981305621	0.2278240869
765	0.9981305621	0.2275035356
766	0.9981305621	0.2272409394
767	0.9981305621	0.2269112613
768	0.9981305621	0.2266493192
769	0.9981305621	0.2262739217
770	0.9981305621	0.2259502511
771	0.9981305621	0.2256561723
772	0.9981305621	0.225288353
773	0.9981305621	0.2247769078
774	0.9981305621	0.2243282315
775	0.9981305621	0.2240814533
776	0.9981305621	0.223728949
777	0.9981305621	0.2234135373
778	0.9981305621	0.2232154352
779	0.9981305621	0.2230154059
780	0.9981305621	0.2225923913
781	0.9981305621	0.2221013607
782	0.9981305621	0.2218446696
783	0.9981305621	0.2216257505
784	0.9981305621	0.2212051712
785	0.9981305621	0.2209200141
786	0.9981305621	0.2205250164
787	0.9981305621	0.220315166
788	0.9981305621	0.2200693927
789	0.9981305621	0.2197021466
790	0.9981305621	0.2192967837
791	0.9981305621	0.2190499102
792	0.9981305621	0.2186140219
793	0.9981305621	0.2185021605
794	0.9981305621	0.218065479
795	0.9981305621	0.217609082
796	0.9981305621	0.2174915313
797	0.9981305621	0.2171285758
798	0.9981305621	0.2168422588
799	0.9981305621	0.2165753562
800	0.9981305621	0.2162195908
801	0.9981305621	0.2158385128
802	0.9981305621	0.2155245186
803	0.9981305621	0.2150840433
804	0.9981305621	0.2146428601
805	0.9981305621	0.2143548677
806	0.9981305621	0.2141024161
807	0.9981305621	0.2137670848
808	0.9981305621	0.2135720873
809	0.9981305621	0.2133917109
810	0.9981305621	0.2131018787
811	1	0.2128617966
812	0.9981305621	0.2124965174
813	0.9981305621	0.2121433525
814	0.9981305621	0.2119241976
815	1	0.2117481044
816	1	0.2116725215
817	1	0.2113067339
818	1	0.2110417661
819	1	0.2107933099
820	1	0.2106786602
821	1	0.2103548856
822	1	0.2100619264
823	1	0.2098592291
824	1	0.2096122211
825	1	0.2093245985
826	1	0.2091452777
827	1	0.2088628031
828	1	0.2085775603
829	1	0.2082848458
830	1	0.2081633274
831	1	0.2078572516
832	1	0.2075210899
833	1	0.207247455
834	1	0.2070160178
835	1	0.2065699678
836	1	0.2062579014
837	1	0.2059078112
838	1	0.2056311519
839	1	0.2053317729
840	1	0.2051689684
841	1	0.2047294091
842	1	0.2044678016
843	1	0.2043043486
844	1	0.2039276188
845	1	0.2036609801
846	1	0.2032443943
847	1	0.2031343956
848	1	0.2026365492
849	1	0.202380337
850	1	0.2020099752
851	1	0.2018460329
852	1	0.201459078
853	1	0.2013273333
854	1	0.2011570802
855	1	0.200957896
856	1	0.2007294463
857	1	0.2004131649
858	1	0.2000467141
859	1	0.1998992413
860	1	0.199696451
861	1	0.1993318231
862	1	0.1990933063
863	1	0.1988288182
864	1	0.1984012637
865	1	0.1981546446
866	1	0.1978525696
867	1	0.1976551844
868	1	0.1973432942
869	1	0.1972472079
870	1	0.197080439
871	1	0.1967330925
872	1	0.1965426435
873	1	0.1963464951
874	1	0.1959101388
875	1	0.1956720823
876	1	0.1955295359
877	1	0.1952540158
878	1	0.1950592293
879	1	0.1948575174
880	1	0.1945373113
881	1	0.194316876
882	1	0.1940935747
883	1	0.1939012567
884	1	0.1936570774
885	1	0.1933220768
886	1	0.1929883367
887	1	0.1927509451
888	1	0.1924956562
889	1	0.1922861442
890	1	0.1921793727
891	1	0.1919884214
892	1	0.191702127
893	1	0.1914433799
894	1	0.1911876738
895	1	0.1908611394
896	1	0.1906839532
897	1	0.1903780584
898	1	0.1902377071
899	1	0.1899154522
900	1	0.1896062265
901	1	0.1892494054
902	1	0.1890461499
903	1	0.188897969
904	1	0.1887357683
905	1	0.1884401945
906	1	0.1881802651
907	1	0.1879495578
908	1	0.1877193446
909	1	0.1872164502
910	1	0.186908045
911	1	0.1866624467
912	1	0.1863835735
913	1	0.1861288579
914	1	0.1859123993
915	1	0.1857297903
916	1	0.1854630939
917	1	0.1852080681
918	1	0.1849999928
919	1	0.1848226175
920	1	0.1845228967
921	1	0.1842125412
922	1	0.183991528
923	1	0.1837060451
924	1	0.1834685573
925	1	0.1832881274
926	1	0.1830768142
927	1	0.1828034457
928	1	0.1827073649
